consensus_rate,fairness,efficiency,satisfaction,scenario,method
0.3333333333333333,0.5555555644444443,1,0.5,all_flexible.json,majority
0.3333333333333333,0.5555555644444443,1,0.5,all_flexible.json,plurality
0.3333333333333333,0.5555555644444443,1,0.5,all_flexible.json,borda
0.3333333333333333,0.5555555644444443,1,0.5,all_flexible.json,condorcet
0.3333333333333333,0.5555555644444443,1,0.5,all_flexible.json,quadratic
0.3333333333333333,0.5555555644444443,1,0.5,all_flexible.json,byzantine
0.3333333333333333,0.5555555644444443,1,0.5,all_flexible.json,raft
0.3333333333333333,0.5555555644444443,1,0.5,coalition_scenario.json,majority
0.3333333333333333,0.5555555644444443,1,0.5,coalition_scenario.json,plurality
0.3333333333333333,0.5555555644444443,1,0.5,coalition_scenario.json,borda
0.3333333333333333,0.5555555644444443,1,0.5,coalition_scenario.json,condorcet
0.3333333333333333,0.5555555644444443,1,0.5,coalition_scenario.json,quadratic
0.3333333333333333,0.5555555644444443,1,0.5,coalition_scenario.json,byzantine
0.3333333333333333,0.5555555644444443,1,0.5,coalition_scenario.json,raft
0.5,0.5000000099999997,1,0.5,polarized_two_groups.json,majority
0.375,0.5000000099999997,1,0.5,polarized_two_groups.json,plurality
0.5,0.5000000099999997,1,0.5,polarized_two_groups.json,borda
0.5,0.5000000099999997,1,0.5,polarized_two_groups.json,condorcet
0.5,0.5000000099999997,1,0.5,polarized_two_groups.json,quadratic
0.625,0.5000000099999997,1,0.5,polarized_two_groups.json,byzantine
0.5,0.5000000099999997,1,0.5,polarized_two_groups.json,raft
0.14285714285714285,0.6071428640178571,1,0.5714285714285714,strategic_majority.json,majority
0.2857142857142857,0.6071428640178571,1,0.5714285714285714,strategic_majority.json,plurality
0.14285714285714285,0.6071428640178571,1,0.5714285714285714,strategic_majority.json,borda
0.14285714285714285,0.6071428640178571,1,0.5714285714285714,strategic_majority.json,condorcet
0.2857142857142857,0.6071428640178571,1,0.5714285714285714,strategic_majority.json,quadratic
0.14285714285714285,0.6071428640178571,1,0.5714285714285714,strategic_majority.json,byzantine
0.2857142857142857,0.6071428640178571,1,0.5714285714285714,strategic_majority.json,raft
0.8,0.8000000025,1,0.8,single_dissenter.json,majority
0.8,0.8000000025,1,0.8,single_dissenter.json,plurality
0.8,0.8000000025,1,0.8,single_dissenter.json,borda
0.8,0.8000000025,1,0.8,single_dissenter.json,condorcet
0.8,0.8000000025,1,0.8,single_dissenter.json,quadratic
0.8,0.8000000025,1,0.8,single_dissenter.json,byzantine
0.8,0.8000000025,1,0.8,single_dissenter.json,raft
0.2,0.5605263250415513,1,0.475,large_committee.json,majority
0.3,0.5305555659876543,1,0.45,large_committee.json,plurality
0.25,0.5605263250415513,1,0.475,large_committee.json,borda
0.15,0.6158536660321237,1,0.5125,large_committee.json,condorcet
0.25,0.5305555659876543,1,0.45,large_committee.json,quadratic
0.15,0.6256097634027364,1,0.5125,large_committee.json,byzantine
0.3,0.5305555659876543,1,0.45,large_committee.json,raft
0.3333333333333333,0.5555555644444443,1,0.5,all_stubborn.json,majority
0.3333333333333333,0.5555555644444443,1,0.5,all_stubborn.json,plurality
0.3333333333333333,0.5555555644444443,1,0.5,all_stubborn.json,borda
0.3333333333333333,0.5555555644444443,1,0.5,all_stubborn.json,condorcet
0.3333333333333333,0.5555555644444443,1,0.5,all_stubborn.json,quadratic
0.3333333333333333,0.5555555644444443,1,0.5,all_stubborn.json,byzantine
0.3333333333333333,0.5555555644444443,1,0.5,all_stubborn.json,raft
0.42857142857142855,0.5844155923494686,1,0.5238095238095238,project_funding.json,majority
0.2857142857142857,0.5428571524571426,1,0.4761904761904762,project_funding.json,plurality
0.14285714285714285,0.5428571524571426,1,0.4761904761904762,project_funding.json,borda
0.2857142857142857,0.5428571524571426,1,0.4761904761904762,project_funding.json,condorcet
0.2857142857142857,0.6666666725,1,0.5714285714285714,project_funding.json,quadratic
0.14285714285714285,0.5428571524571426,1,0.4761904761904762,project_funding.json,byzantine
0.2857142857142857,0.6666666725,1,0.5714285714285714,project_funding.json,raft
0.8,0.6666666722222221,1,0.6,example_scenario.json,majority
0.4,0.5200000095999997,1,0.5,example_scenario.json,plurality
0.2,0.5200000095999997,1,0.5,example_scenario.json,borda
0.2,0.5200000095999997,1,0.5,example_scenario.json,condorcet
0.2,0.5200000095999997,1,0.5,example_scenario.json,quadratic
0.2,0.5200000095999997,1,0.5,example_scenario.json,byzantine
0.8,0.6666666722222221,1,0.6,example_scenario.json,raft
0.3,0.5533333422666665,1,0.5,random_personalities.json,majority
0.2,0.5533333422666665,1,0.5,random_personalities.json,plurality
0.3,0.5533333422666665,1,0.5,random_personalities.json,borda
0.4,0.5533333422666665,1,0.5,random_personalities.json,condorcet
0.3,0.5533333422666665,1,0.5,random_personalities.json,quadratic
0.5,0.5533333422666665,1,0.5,random_personalities.json,byzantine
0.3,0.5533333422666665,1,0.5,random_personalities.json,raft
0.0,0.43333334693333303,1,0.4166666666666667,resource_division.json,majority
0.3333333333333333,0.5555555644444443,1,0.5,resource_division.json,plurality
0.08333333333333333,0.43333334693333303,1,0.4166666666666667,resource_division.json,borda
0.0,0.43333334693333303,1,0.4166666666666667,resource_division.json,condorcet
0.08333333333333333,0.43333334693333303,1,0.4166666666666667,resource_division.json,quadratic
0.25,0.5555555644444443,1,0.5,resource_division.json,byzantine
0.08333333333333333,0.43333334693333303,1,0.4166666666666667,resource_division.json,raft
